"aɪ"	"V"	"VV"
"lan.va.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"lan.va.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"lan.va.jaːs"	"CVC.CV.CVC"	"CVC.CV.CVVC"
"lan.ja.na"	"CVC.CV.CV"	"CVC.CV.CV"
"lan.ja.na"	"CVC.CV.CV"	"CVC.CV.CV"
"lan.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"lan.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"lan.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"lan.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"lan.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"la.raʊ"	"CV.CV"	"CV.CVV"
"la.ta.ja"	"CV.CV.CV"	"CV.CV.CV"
"la.tʊn"	"CV.CVC"	"CV.CVC"
"la.tʊn"	"CV.CVC"	"CV.CVC"
"laː.ja"	"CV.CV"	"CVV.CV"
"la.ja.ja"	"CV.CV.CV"	"CV.CV.CV"
"la.ja.jan"	"CV.CV.CVC"	"CV.CV.CVC"
"la.ja.jaːŋ"	"CV.CV.CVC"	"CV.CV.CVVC"
"la.je.ri"	"CV.CV.CV"	"CV.CV.CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le"	"CV"	"CV"
"le.da.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"le.daɪ.jan"	"CV.CV.CVC"	"CV.CVV.CVC"
"le.do"	"CV.CV"	"CV.CV"
"le.do"	"CV.CV"	"CV.CV"
"le.do.keɪ.nam"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVC"
"le.dɔn.je.ri"	"CV.CVC.CV.CV"	"CV.CVC.CV.CV"
"le.do.jam"	"CV.CV.CVC"	"CV.CV.CVC"
"le.ku"	"CV.CV"	"CV.CV"
"le.no"	"CV.CV"	"CV.CV"
"le.no"	"CV.CV"	"CV.CV"
"le.no"	"CV.CV"	"CV.CV"
"le.no.na"	"CV.CV.CV"	"CV.CV.CV"
"le.no.na"	"CV.CV.CV"	"CV.CV.CV"
"le.no.ja"	"CV.CV.CV"	"CV.CV.CV"
"le.no.ja"	"CV.CV.CV"	"CV.CV.CV"
"le.pa.da.jam"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"leɪ"	"CV"	"CVV"
"lɪŋ"	"CVC"	"CVC"
"lɪŋ"	"CVC"	"CVC"
"lɪŋ"	"CVC"	"CVC"
"lɪŋ"	"CVC"	"CVC"
"lɪŋ"	"CVC"	"CVC"
"lɪŋ.e.na"	"CVC.V.CV"	"CVC.V.CV"
"lɪŋ.i.jan"	"CVC.V.CVC"	"CVC.V.CVC"
"lɪŋ.rɛŋ"	"CVC.CVC"	"CVC.CVC"
"lɪŋ.ja"	"CVC.CV"	"CVC.CV"
"lɪŋ.ka.jaŋ"	"CVC.CV.CVC"	"CVC.CV.CVC"
"lɪŋk.taŋ"	"CVCC.CVC"	"CVCC.CVC"
"lɪŋ.kjan"	"CVC.CCVC"	"CVC.CCVC"
"lɪn.ja.rɛŋ"	"CVC.CV.CVC"	"CVC.CV.CVC"
"lɪn.ja.jə"	"CVC.CV.CV"	"CVC.CV.CV"
"lɪn.ja.jə"	"CVC.CV.CV"	"CVC.CV.CV"
"lɪn.ja.je.leɪ"	"CVC.CV.CV.CV"	"CVC.CV.CV.CVV"
"li.ta"	"CV.CV"	"CV.CV"
"li.taːs"	"CV.CVC"	"CV.CVVC"
"li.to.leɪ"	"CV.CV.CV"	"CV.CV.CVV"
"li.to.ja"	"CV.CV.CV"	"CV.CV.CV"
"li.to.jam"	"CV.CV.CVC"	"CV.CV.CVC"
"lo.maː.ja"	"CV.CV.CV"	"CV.CVV.CV"
"lo.maː.ja.ja"	"CV.CV.CV.CV"	"CV.CVV.CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga"	"CV.CV"	"CV.CV"
"lu.ga.ja"	"CV.CV.CV"	"CV.CV.CV"
"lu.ga.ja"	"CV.CV.CV"	"CV.CV.CV"
"lu.ga.ja"	"CV.CV.CV"	"CV.CV.CV"
"lu.ga.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"lu.gɔŋ.jaːŋ"	"CV.CVC.CVC"	"CV.CVC.CVVC"
"ma"	"CV"	"CV"
"ma.bo.ne.ri"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ma.du"	"CV.CV"	"CV.CV"
"ma.ka"	"CV.CV"	"CV.CV"
"ma.ka.lan"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.ka.lan"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.ka.la.naŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"ma.ka.la.nas"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"ma.ka.la.ne.na"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"ma.ka.la.ne.na"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"ma.ka.la.ne.na"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"ma.ka.la.ne.na"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"ma.ka.la.ne.na"	"CV.CV.CV.CV.CV"	"CV.CV.CV.CV.CV"
"ma.ka.lan.jə"	"CV.CV.CVC.CV"	"CV.CV.CVC.CV"
"ma.ka.sa.jaŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"ma.ka.jam"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.ka.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"mal"	"CVC"	"CVC"
"mal"	"CVC"	"CVC"
"ma.lɪŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ma.li.no.aŋ"	"CV.CV.CV.VC"	"CV.CV.CV.VC"
"ma.lan"	"CV.CVC"	"CV.CVC"
"mal.ja.no.na"	"CVC.CV.CV.CV"	"CVC.CV.CV.CV"
"man"	"CVC"	"CVC"
"ma.naŋ.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"man.dan"	"CVC.CVC"	"CVC.CVC"
"man.dan.ja"	"CVC.CVC.CV"	"CVC.CVC.CV"
"man.da.dʒja"	"CVC.CV.CCV"	"CVC.CV.CCCV"
"man.daɪ.dʒas"	"CVC.CV.CVC"	"CVC.CVV.CCVC"
"man.daɪ.jə"	"CVC.CV.CV"	"CVC.CVV.CV"
"man.dɔɪ"	"CVC.CV"	"CVC.CVV"
"man.dɔɪ"	"CVC.CV"	"CVC.CVV"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.a"	"CVC.V"	"CVC.V"
"maŋ.an"	"CVC.VC"	"CVC.VC"
"maŋ.an.jə"	"CVC.VC.CV"	"CVC.VC.CV"
"maŋ.as"	"CVC.VC"	"CVC.VC"
"maŋ.a.sa.ha"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ha"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ha"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ra"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ra"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ra"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.ra"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"maŋ.a.sa.tɔŋ"	"CVC.V.CV.CVC"	"CVC.V.CV.CVC"
"maŋ.a.jam"	"CVC.V.CVC"	"CVC.V.CVC"
"maŋ.a.jam"	"CVC.V.CVC"	"CVC.V.CVC"
"maŋ.aː.ja.na"	"CVC.V.CV.CV"	"CVC.VV.CV.CV"
"maŋ.aː.ja.ja"	"CVC.V.CV.CV"	"CVC.VV.CV.CV"
"maŋ.sa.ra"	"CVC.CV.CV"	"CVC.CV.CV"
"maŋ.jo"	"CVC.CV"	"CVC.CV"
"ma.ni.su"	"CV.CV.CV"	"CV.CV.CV"
"man.ja"	"CVC.CV"	"CVC.CV"
"man.ja"	"CVC.CV"	"CVC.CV"
"man.ja"	"CVC.CV"	"CVC.CV"
"man.ja"	"CVC.CV"	"CVC.CV"
"man.ja"	"CVC.CV"	"CVC.CV"
"man.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"man.jaːŋ"	"CVC.CVC"	"CVC.CVVC"
"man.jə"	"CVC.CV"	"CVC.CV"
"man.jɛs"	"CVC.CVC"	"CVC.CVC"
"ma.pa.ja"	"CV.CV.CV"	"CV.CV.CV"
"ma.raŋ.as"	"CV.CVC.VC"	"CV.CVC.VC"
"ma.raŋ.e.na"	"CV.CVC.V.CV"	"CV.CVC.V.CV"
"ma.rar.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ma.rɛŋ"	"CV.CVC"	"CV.CVC"
"ma.ri"	"CV.CV"	"CV.CV"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.rɪn"	"CV.CVC"	"CV.CVC"
"ma.ri.naŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.ri.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.ri.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ma.rɪn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ma.rɪn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"ma.ri.ta.pja"	"CV.CV.CV.CCV"	"CV.CV.CV.CCV"
"ma.ri.taɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ma.ri.taɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ma.ri.taɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ma.ri.taɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ma.ri.taɪ"	"CV.CV.CV"	"CV.CV.CVV"
"ma.rɔɪ"	"CV.CV"	"CV.CVV"
"ma.sa.ha.taɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"ma.sa.ha.taɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"ma.sa.ha.taɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"ma.sa.ha.taɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"ma.sa.ha.taɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"ma.to"	"CV.CV"	"CV.CV"
"ma.to"	"CV.CV"	"CV.CV"
"ma.to"	"CV.CV"	"CV.CV"
"ma.vaɪ"	"CV.CV"	"CV.CVV"
"ma.va.je.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"ma.vaɪ.ja"	"CV.CV.CV"	"CV.CVV.CV"
"ma.vi"	"CV.CV"	"CV.CV"
"ma.vi"	"CV.CV"	"CV.CV"
"ma.vi"	"CV.CV"	"CV.CV"
"ma.vi"	"CV.CV"	"CV.CV"
"ma.vjaŋ"	"CV.CCVC"	"CV.CCVC"
"ma.vjaŋ"	"CV.CCVC"	"CV.CCVC"
"ma.vjas"	"CV.CCVC"	"CV.CCVC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.as"	"CV.CV.VC"	"CV.CV.VC"
"ma.vi.dʒaŋ"	"CV.CV.CVC"	"CV.CV.CCVC"
"ma.vi.jam"	"CV.CV.CVC"	"CV.CV.CVC"
"ma.vi.ja.nas"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"ma.vi.je.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"maɪ"	"CV"	"CVV"
"maɪ"	"CV"	"CVV"
"maɪ"	"CV"	"CVV"
"maːɪ"	"CV"	"CVVV"
"maːɪ"	"CV"	"CVVV"
"maːɪ"	"CV"	"CVVV"
"maːɪ"	"CV"	"CVVV"
"maːɪ"	"CV"	"CVVV"
"ma.ja.jo"	"CV.CV.CV"	"CV.CV.CV"
"ma.ji.sa"	"CV.CV.CV"	"CV.CV.CV"
"mə"	"CV"	"CV"
"mə"	"CV"	"CV"
"me.a"	"CV.V"	"CV.V"
"me.ga.je.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"mə.he.ma.jan"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"me.hɪr.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"meh.vaːŋ"	"CVC.CVC"	"CVC.CVVC"
"mə.ko.ro.naɪ"	"CV.CV.CV.CV"	"CV.CV.CV.CVV"
"mə.kʊŋ.jo"	"CV.CVC.CV"	"CV.CVC.CV"
"mə.kʊŋ.jo"	"CV.CVC.CV"	"CV.CVC.CV"
"me.la.kam"	"CV.CV.CVC"	"CV.CV.CVC"
"me.la.kam"	"CV.CV.CVC"	"CV.CV.CVC"
"mɛm.baː.nas"	"CVC.CV.CVC"	"CVC.CVV.CVC"
"mə.me.nu.jaŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"mɛn"	"CVC"	"CVC"
"mɛn"	"CVC"	"CVC"
"mɛn"	"CVC"	"CVC"
"me.nan"	"CV.CVC"	"CV.CVC"
"me.nan"	"CV.CVC"	"CV.CVC"
"me.nan"	"CV.CVC"	"CV.CVC"
"me.nan"	"CV.CVC"	"CV.CVC"
"me.nan"	"CV.CVC"	"CV.CVC"
"me.na.naŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"me.na.ne.ri"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"me.naŋ"	"CV.CVC"	"CV.CVC"
"me.naŋ"	"CV.CVC"	"CV.CVC"
"me.naŋ"	"CV.CVC"	"CV.CVC"
"me.naŋ"	"CV.CVC"	"CV.CVC"
"me.nan.leɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"me.nan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"me.nan.jam"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mɛŋ.aɪ"	"CVC.V"	"CVC.VV"
"me.ni.ka.nɛŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"mə.pa.hjo"	"CV.CV.CCV"	"CV.CV.CCV"
"mə.pa.ta.dʒo"	"CV.CV.CV.CV"	"CV.CV.CV.CCV"
"me.ram.baɪ"	"CV.CVC.CV"	"CV.CVC.CVV"
"mə.ram.bjɔn"	"CV.CVC.CCVC"	"CV.CVC.CCVC"
"me.rɛŋ.je.leɪ"	"CV.CVC.CV.CV"	"CV.CVC.CV.CVV"
"mə.ru.nu.vaːŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVVC"
"me.sam"	"CV.CVC"	"CV.CVC"
"me.sam"	"CV.CVC"	"CV.CVC"
"me.sam"	"CV.CVC"	"CV.CVC"
"mə.sɪl.vaɪn"	"CV.CVC.CVC"	"CV.CVC.CVVC"
"mə.so.bjaŋ"	"CV.CV.CCVC"	"CV.CV.CCVC"
"mə.ti.jaŋ"	"CV.CV.CVC"	"CV.CV.CVC"
"mə.tu.jaː.nas"	"CV.CV.CV.CVC"	"CV.CV.CVV.CVC"
"mi"	"CV"	"CV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.tʃo"	"CV.CV"	"CV.CCV"
"mi.daɪ"	"CV.CV"	"CV.CVV"
"mi.daɪ"	"CV.CV"	"CV.CVV"
"mi.daɪ"	"CV.CV"	"CV.CVV"
"mi.da.ja.naŋ"	"CV.CV.CV.CVC"	"CV.CV.CV.CVC"
"mi.da.jan.jə"	"CV.CV.CVC.CV"	"CV.CV.CVC.CV"
"mi.daɪ.tɔŋ"	"CV.CV.CVC"	"CV.CVV.CVC"
"mi.grjo"	"CV.CCCV"	"CV.CCCV"
"mi.nar.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"mi.nar.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"mɪn.do.jaɪ"	"CVC.CV.CV"	"CVC.CV.CVV"
"mi.nə"	"CV.CV"	"CV.CV"
"mi.ne.leɪ"	"CV.CV.CV"	"CV.CV.CVV"
"mi.ne.leɪ"	"CV.CV.CV"	"CV.CV.CVV"
"mi.ne.jə"	"CV.CV.CV"	"CV.CV.CV"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ"	"CVC"	"CVC"
"mɪŋ.a.ne.ri"	"CVC.V.CV.CV"	"CVC.V.CV.CV"
"mɪŋ.an.jam"	"CVC.VC.CVC"	"CVC.VC.CVC"
"mɪŋ.jaŋ"	"CVC.CVC"	"CVC.CVC"
"mɪn.dʒi.saː.nas"	"CVC.CV.CV.CVC"	"CVC.CCV.CVV.CVC"
"mɪn.dʒi.saː.nas"	"CVC.CV.CV.CVC"	"CVC.CCV.CVV.CVC"
"mi.no"	"CV.CV"	"CV.CV"
"mi.no"	"CV.CV"	"CV.CV"
"mi.no"	"CV.CV"	"CV.CV"
"mi.no"	"CV.CV"	"CV.CV"
"mi.no"	"CV.CV"	"CV.CV"
"mi.no"	"CV.CV"	"CV.CV"
"mi.ran"	"CV.CVC"	"CV.CVC"
"mi.ra.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"mi.ra.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"mi.ra.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"mi.ra.ne.ri"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"mi.ran.je.ri"	"CV.CVC.CV.CV"	"CV.CVC.CV.CV"
"mi.ra.vaːŋ"	"CV.CV.CVC"	"CV.CV.CVVC"
"mi.ra.ja"	"CV.CV.CV"	"CV.CV.CV"
"mi.ra.ja"	"CV.CV.CV"	"CV.CV.CV"
"mi.ro.maːn.dʒas"	"CV.CV.CVC.CVC"	"CV.CV.CVVC.CCVC"
"mi.rɔŋ.jɔn"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.sʊŋ.aŋ"	"CV.CVC.VC"	"CV.CVC.VC"
"mi.ta.nas"	"CV.CV.CVC"	"CV.CV.CVC"
"mi.ta.na.sa.jaŋ"	"CV.CV.CV.CV.CVC"	"CV.CV.CV.CV.CVC"
"mi.ta.naɪ"	"CV.CV.CV"	"CV.CV.CVV"
"mi.ta.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"mi.ta.ne.na"	"CV.CV.CV.CV"	"CV.CV.CV.CV"
"mi.tan.tɔŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"mi.tan.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"mi.tan.jam"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.jan"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.jan"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.jan"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.jaŋ"	"CV.CVC.CVC"	"CV.CVC.CVC"
"mi.tan.je.na"	"CV.CVC.CV.CV"	"CV.CVC.CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mi.jə"	"CV.CV"	"CV.CV"
"mɔn.do"	"CVC.CV"	"CVC.CV"
"mɔn.do"	"CVC.CV"	"CVC.CV"
"mɔn.do.ja"	"CVC.CV.CV"	"CVC.CV.CV"
"mo.tɔn.ja"	"CV.CVC.CV"	"CV.CVC.CV"
"mɔɪ.jɔn"	"CV.CVC"	"CVV.CVC"
"mu.taɪ"	"CV.CV"	"CV.CVV"
"mut.va"	"CVC.CV"	"CVC.CV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"mja"	"CCV"	"CCV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"na"	"CV"	"CV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"naː"	"CV"	"CVV"
"na.ban"	"CV.CVC"	"CV.CVC"
"na.haŋ"	"CV.CVC"	"CV.CVC"
"na.haŋ"	"CV.CVC"	"CV.CVC"
"na.haŋ"	"CV.CVC"	"CV.CVC"
"na.haŋ"	"CV.CVC"	"CV.CVC"
"na.ka"	"CV.CV"	"CV.CV"
"na.ka.bi.lɪŋ.as"	"CV.CV.CV.CVC.VC"	"CV.CV.CV.CVC.VC"
"na.ka.bi.lɪŋ.as"	"CV.CV.CV.CVC.VC"	"CV.CV.CV.CVC.VC"
"na.ka.dʒas"	"CV.CV.CVC"	"CV.CV.CCVC"
"na.kaːs"	"CV.CVC"	"CV.CVVC"
"na.ka.sɔɪ.jo"	"CV.CV.CV.CV"	"CV.CV.CVV.CV"
"na.kas.jo"	"CV.CVC.CV"	"CV.CVC.CV"
"na.kə"	"CV.CV"	"CV.CV"
